TimeStamp,Athelete,activity,breathingrate,breathingratestatus,cadence,expiration,heartrate,heartratestatus,inspiration,minuteventilation,rrinterval,tidalvolume,
Thu Apr 09 09:11:02 CDT 2015,1006,0.03515625,21,0,0,22039,171,34,22092,46134.72,null,6281.44,
Thu Apr 09 09:11:03 CDT 2015,1006,0.04296875,21,0,0,null,171,34,22491,49919.52,null,703.8399999999999,
Thu Apr 09 09:11:04 CDT 2015,1006,0.0234375,22,0,0,22309,171,34,null,49919.52,null,703.8399999999999,
Thu Apr 09 09:11:05 CDT 2015,1006,0.0234375,22,0,0,null,171,34,null,55271.36,null,2403.68,
Thu Apr 09 09:11:06 CDT 2015,1006,0.0234375,23,0,0,null,171,34,null,55271.36,null,2403.68,
Thu Apr 09 09:11:07 CDT 2015,1006,0.02734375,24,0,0,null,171,34,22412,55271.36,null,2403.68,
Thu Apr 09 09:11:08 CDT 2015,1006,0.03125,24,0,0,null,171,34,null,55271.36,null,2403.68,
Thu Apr 09 09:11:09 CDT 2015,1006,0.02734375,24,0,0,null,171,34,null,55271.36,null,2403.68,
Thu Apr 09 09:11:10 CDT 2015,1006,0.0625,24,4,0,21768,171,34,null,55271.36,null,2403.68,
Thu Apr 09 09:11:11 CDT 2015,1006,0.03515625,23,4,0,null,171,34,21993,66838.23999999999,null,8539.039999999999,
Thu Apr 09 09:11:12 CDT 2015,1006,0.0546875,21,4,0,null,171,34,null,66838.23999999999,null,8539.039999999999,
Thu Apr 09 09:11:13 CDT 2015,1006,0.03125,20,4,0,null,171,34,null,66838.23999999999,null,8539.039999999999,
Thu Apr 09 09:11:14 CDT 2015,1006,0.0234375,20,0,0,null,171,34,null,66838.23999999999,null,8539.039999999999,
Thu Apr 09 09:11:15 CDT 2015,1006,0.0234375,20,0,0,21565,171,34,null,66838.23999999999,null,8539.039999999999,
Thu Apr 09 09:11:16 CDT 2015,1006,0.0390625,20,0,0,null,171,34,null,66838.23999999999,null,8539.039999999999,
Thu Apr 09 09:11:17 CDT 2015,1006,0.02734375,20,0,0,null,171,34,null,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:18 CDT 2015,1006,0.02734375,19,0,0,null,171,34,null,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:19 CDT 2015,1006,0.02734375,18,0,0,null,171,34,null,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:20 CDT 2015,1006,0.04296875,17,4,0,null,171,34,22158,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:21 CDT 2015,1006,0.02734375,17,4,0,21987,171,34,null,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:22 CDT 2015,1006,0.03125,17,4,0,null,171,34,null,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:23 CDT 2015,1006,0.03125,18,0,0,null,171,34,null,67834.23999999999,null,5670.5599999999995,
Thu Apr 09 09:11:24 CDT 2015,1006,0.0390625,17,0,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:25 CDT 2015,1006,0.04296875,16,0,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:26 CDT 2015,1006,0.05078125,16,0,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:27 CDT 2015,1006,0.05078125,15,0,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:28 CDT 2015,1006,0.046875,15,0,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:29 CDT 2015,1006,0.0390625,15,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:30 CDT 2015,1006,0.0390625,16,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:31 CDT 2015,1006,0.05078125,16,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:32 CDT 2015,1006,0.01953125,16,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:33 CDT 2015,1006,0.01953125,15,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:34 CDT 2015,1006,0.02734375,15,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:35 CDT 2015,1006,0.01953125,15,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:36 CDT 2015,1006,0.0234375,15,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:37 CDT 2015,1006,0.015625,15,0,0,null,171,32,null,60463.84,null,2270.88,
Thu Apr 09 09:11:38 CDT 2015,1006,0.01953125,12,0,0,null,171,34,22246,60463.84,null,2270.88,
Thu Apr 09 09:11:39 CDT 2015,1006,0.0,10,4,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:40 CDT 2015,1006,0.015625,9,4,0,22045,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:41 CDT 2015,1006,0.0,9,4,0,null,171,34,null,60463.84,null,2270.88,
Thu Apr 09 09:11:42 CDT 2015,1006,0.0,9,0,0,null,171,34,22131,40344.64,null,3492.64,
Thu Apr 09 09:11:43 CDT 2015,1006,0.015625,9,0,0,null,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:44 CDT 2015,1006,0.015625,9,0,0,null,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:45 CDT 2015,1006,0.0234375,10,0,0,null,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:46 CDT 2015,1006,0.015625,10,0,0,null,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:47 CDT 2015,1006,0.01953125,10,0,0,null,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:48 CDT 2015,1006,0.015625,9,0,0,21602,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:49 CDT 2015,1006,0.05078125,9,4,0,null,171,34,null,40344.64,null,3492.64,
Thu Apr 09 09:11:50 CDT 2015,1006,0.015625,9,4,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:51 CDT 2015,1006,0.0,9,4,0,null,171,34,22330,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:52 CDT 2015,1006,0.0,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:53 CDT 2015,1006,0.015625,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:54 CDT 2015,1006,0.0,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:55 CDT 2015,1006,0.0,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:56 CDT 2015,1006,0.015625,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:57 CDT 2015,1006,0.0,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:58 CDT 2015,1006,0.0,9,0,0,22220,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:11:59 CDT 2015,1006,0.015625,9,0,0,null,171,34,null,38498.72,null,7423.5199999999995,
Thu Apr 09 09:12:00 CDT 2015,1006,0.015625,8,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:01 CDT 2015,1006,0.0,8,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:02 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:03 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:04 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:05 CDT 2015,1006,0.015625,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:06 CDT 2015,1006,0.015625,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:07 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:08 CDT 2015,1006,0.015625,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:09 CDT 2015,1006,0.0,7,0,0,null,171,34,22319,33239.84,null,1460.8,
Thu Apr 09 09:12:10 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:11 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:12 CDT 2015,1006,0.015625,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:13 CDT 2015,1006,0.02734375,7,0,0,21948,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:14 CDT 2015,1006,0.0,7,0,0,null,171,34,null,33239.84,null,1460.8,
Thu Apr 09 09:12:15 CDT 2015,1006,0.0234375,7,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:16 CDT 2015,1006,0.015625,7,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:17 CDT 2015,1006,0.015625,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:18 CDT 2015,1006,0.015625,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:19 CDT 2015,1006,0.0,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:20 CDT 2015,1006,0.015625,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:21 CDT 2015,1006,0.015625,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:22 CDT 2015,1006,0.015625,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:23 CDT 2015,1006,0.01953125,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:24 CDT 2015,1006,0.01953125,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:25 CDT 2015,1006,0.01953125,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:26 CDT 2015,1006,0.0390625,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:27 CDT 2015,1006,0.02734375,6,0,0,null,171,34,22562,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:28 CDT 2015,1006,0.04296875,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:29 CDT 2015,1006,0.0546875,6,0,0,22417,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:30 CDT 2015,1006,0.046875,6,0,0,null,171,34,null,29043.359999999997,null,4913.599999999999,
Thu Apr 09 09:12:31 CDT 2015,1006,0.03125,6,0,0,null,171,34,22524,20265.28,null,1912.32,
Thu Apr 09 09:12:32 CDT 2015,1006,0.03515625,5,0,0,null,171,34,null,20265.28,null,1912.32,
Thu Apr 09 09:12:33 CDT 2015,1006,0.03125,5,0,0,null,171,34,null,20265.28,null,1912.32,
Thu Apr 09 09:12:34 CDT 2015,1006,0.03125,5,0,0,null,171,34,null,20265.28,null,1912.32,
Thu Apr 09 09:12:35 CDT 2015,1006,0.04296875,5,0,0,null,171,34,null,20265.28,null,1912.32,
Thu Apr 09 09:12:36 CDT 2015,1006,0.0390625,5,0,0,null,171,32,null,20265.28,null,1912.32,
Thu Apr 09 09:12:37 CDT 2015,1006,0.04296875,5,0,0,null,171,32,null,20265.28,null,1912.32,
Thu Apr 09 09:12:38 CDT 2015,1006,0.03515625,5,0,0,null,171,32,null,20265.28,null,1912.32,
Thu Apr 09 09:12:39 CDT 2015,1006,0.02734375,5,0,0,22269,171,32,null,20265.28,null,1912.32,
Thu Apr 09 09:12:40 CDT 2015,1006,0.03515625,5,0,0,null,171,32,null,20265.28,null,1912.32,
Thu Apr 09 09:12:41 CDT 2015,1006,0.03515625,5,0,0,null,171,32,22372,20265.28,null,1912.32,
Thu Apr 09 09:12:42 CDT 2015,1006,0.0234375,5,0,0,null,171,32,null,17117.92,null,2682.56,
Thu Apr 09 09:12:43 CDT 2015,1006,0.0234375,5,0,0,null,171,32,null,17117.92,null,2682.56,
Thu Apr 09 09:12:44 CDT 2015,1006,0.0234375,5,0,0,null,171,34,null,17117.92,null,2682.56,
Thu Apr 09 09:12:45 CDT 2015,1006,0.0234375,5,0,0,null,171,34,null,17117.92,null,2682.56,
Thu Apr 09 09:12:46 CDT 2015,1006,0.0234375,5,0,0,22267,171,34,null,17117.92,null,2682.56,
Thu Apr 09 09:12:47 CDT 2015,1006,0.0234375,5,0,0,null,171,34,null,17117.92,null,2682.56,
Thu Apr 09 09:12:48 CDT 2015,1006,0.02734375,5,0,0,null,171,34,22363,17117.92,null,2682.56,
Thu Apr 09 09:12:49 CDT 2015,1006,0.03125,5,0,0,null,171,34,null,16400.8,null,1381.12,
Thu Apr 09 09:12:50 CDT 2015,1006,0.02734375,5,0,0,null,171,34,null,16400.8,null,1381.12,
Thu Apr 09 09:12:51 CDT 2015,1006,0.03125,5,0,0,22101,171,34,null,16400.8,null,1381.12,
Thu Apr 09 09:12:52 CDT 2015,1006,0.0234375,5,0,0,null,171,34,null,16400.8,null,1381.12,
Thu Apr 09 09:12:53 CDT 2015,1006,0.0234375,5,0,0,null,171,34,22379,19588.0,null,3466.08,
Thu Apr 09 09:12:54 CDT 2015,1006,0.03125,5,0,0,null,171,34,null,19588.0,null,3466.08,
Thu Apr 09 09:12:55 CDT 2015,1006,0.0234375,6,0,0,22167,171,34,null,19588.0,null,3466.08,
Thu Apr 09 09:12:56 CDT 2015,1006,0.02734375,6,4,0,null,171,34,null,19588.0,null,3466.08,
Thu Apr 09 09:12:57 CDT 2015,1006,0.03125,6,4,0,null,171,34,null,19588.0,null,3466.08,
Thu Apr 09 09:12:58 CDT 2015,1006,0.02734375,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:12:59 CDT 2015,1006,0.0234375,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:00 CDT 2015,1006,0.02734375,6,0,0,null,171,34,22291,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:01 CDT 2015,1006,0.04296875,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:02 CDT 2015,1006,0.04296875,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:03 CDT 2015,1006,0.03125,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:04 CDT 2015,1006,0.02734375,6,0,0,22125,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:05 CDT 2015,1006,0.03125,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:06 CDT 2015,1006,0.03515625,6,0,0,null,171,34,null,16414.079999999998,null,2815.3599999999997,
Thu Apr 09 09:13:07 CDT 2015,1006,0.02734375,6,0,0,null,171,34,22233,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:08 CDT 2015,1006,0.0234375,6,0,0,null,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:09 CDT 2015,1006,0.0234375,6,0,0,null,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:10 CDT 2015,1006,0.0234375,6,0,0,null,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:11 CDT 2015,1006,0.01953125,6,0,0,null,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:12 CDT 2015,1006,0.0234375,6,4,0,null,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:13 CDT 2015,1006,0.0234375,6,4,0,22015,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:14 CDT 2015,1006,0.03125,6,0,0,null,171,34,null,17330.399999999998,null,2191.2,
Thu Apr 09 09:13:15 CDT 2015,1006,0.02734375,6,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:16 CDT 2015,1006,0.01953125,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:17 CDT 2015,1006,0.0234375,7,4,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:18 CDT 2015,1006,0.01953125,7,4,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:19 CDT 2015,1006,0.01953125,7,4,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:20 CDT 2015,1006,0.0234375,7,4,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:21 CDT 2015,1006,0.01953125,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:22 CDT 2015,1006,0.01953125,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:23 CDT 2015,1006,0.0234375,7,0,0,null,171,34,22141,17051.52,null,2682.56,
Thu Apr 09 09:13:24 CDT 2015,1006,0.0234375,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:25 CDT 2015,1006,0.03515625,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:26 CDT 2015,1006,0.0234375,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:27 CDT 2015,1006,0.02734375,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:28 CDT 2015,1006,0.03125,7,0,0,21864,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:29 CDT 2015,1006,0.0703125,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:30 CDT 2015,1006,0.03125,7,0,0,null,171,34,null,17051.52,null,2682.56,
Thu Apr 09 09:13:31 CDT 2015,1006,0.0390625,7,0,0,null,171,34,null,19614.559999999998,null,4143.36,
Thu Apr 09 09:13:32 CDT 2015,1006,0.0390625,7,0,0,null,171,34,22033,19614.559999999998,null,4143.36,
Thu Apr 09 09:13:33 CDT 2015,1006,0.0546875,7,0,0,21875,171,34,null,19614.559999999998,null,4143.36,
Thu Apr 09 09:13:34 CDT 2015,1006,0.02734375,7,0,0,null,171,34,null,19614.559999999998,null,4143.36,
Thu Apr 09 09:13:35 CDT 2015,1006,0.02734375,7,0,0,null,171,34,21992,20929.28,null,2084.96,
Thu Apr 09 09:13:36 CDT 2015,1006,0.03515625,7,0,0,null,171,34,null,20929.28,null,2084.96,
Thu Apr 09 09:13:37 CDT 2015,1006,0.0234375,8,0,0,null,171,34,null,20929.28,null,2084.96,
Thu Apr 09 09:13:38 CDT 2015,1006,0.02734375,8,0,0,null,171,34,null,20929.28,null,2084.96,
Thu Apr 09 09:13:39 CDT 2015,1006,0.03125,8,0,0,null,171,34,null,20929.28,null,2084.96,
Thu Apr 09 09:13:40 CDT 2015,1006,0.04296875,8,0,0,21802,171,34,null,20929.28,null,2084.96,
Thu Apr 09 09:13:41 CDT 2015,1006,0.02734375,8,0,0,null,171,34,null,20929.28,null,2084.96,
Thu Apr 09 09:13:42 CDT 2015,1006,0.02734375,8,0,0,null,171,34,21947,22496.32,null,2509.92,
Thu Apr 09 09:13:43 CDT 2015,1006,0.02734375,8,0,0,null,171,34,null,22496.32,null,2509.92,
Thu Apr 09 09:13:44 CDT 2015,1006,0.0234375,8,0,0,21784,171,34,null,22496.32,null,2509.92,
Thu Apr 09 09:13:45 CDT 2015,1006,0.02734375,8,0,0,null,171,32,null,22496.32,null,2509.92,
Thu Apr 09 09:13:46 CDT 2015,1006,0.03125,8,0,0,null,171,32,22021,21128.48,null,2151.3599999999997,
Thu Apr 09 09:13:47 CDT 2015,1006,0.0234375,8,0,0,null,171,32,null,21128.48,null,2151.3599999999997,
Thu Apr 09 09:13:48 CDT 2015,1006,0.01953125,8,0,0,21947,171,32,null,21128.48,null,2151.3599999999997,
Thu Apr 09 09:13:49 CDT 2015,1006,0.015625,8,0,0,null,171,32,null,21128.48,null,2151.3599999999997,
Thu Apr 09 09:13:50 CDT 2015,1006,0.0,8,0,0,null,171,34,null,21128.48,null,2151.3599999999997,
Thu Apr 09 09:13:51 CDT 2015,1006,0.01953125,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:52 CDT 2015,1006,0.015625,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:53 CDT 2015,1006,0.0,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:54 CDT 2015,1006,0.015625,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:55 CDT 2015,1006,0.0,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:56 CDT 2015,1006,0.0,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:57 CDT 2015,1006,0.015625,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:58 CDT 2015,1006,0.015625,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:13:59 CDT 2015,1006,0.0,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:00 CDT 2015,1006,0.015625,8,0,0,null,171,34,22542,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:01 CDT 2015,1006,0.02734375,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:02 CDT 2015,1006,0.03515625,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:03 CDT 2015,1006,0.04296875,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:04 CDT 2015,1006,0.03515625,8,0,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:05 CDT 2015,1006,0.05078125,8,4,0,22073,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:06 CDT 2015,1006,0.05859375,8,4,0,null,171,34,null,18844.32,null,969.4399999999999,
Thu Apr 09 09:14:07 CDT 2015,1006,0.05859375,8,0,0,null,171,34,22424,21314.399999999998,null,6706.4,
Thu Apr 09 09:14:08 CDT 2015,1006,0.03125,7,0,0,22352,171,34,null,21314.399999999998,null,6706.4,
Thu Apr 09 09:14:09 CDT 2015,1006,0.02734375,7,0,0,null,171,34,null,21314.399999999998,null,6706.4,
Thu Apr 09 09:14:10 CDT 2015,1006,0.0234375,7,0,0,null,171,34,null,21314.399999999998,null,6706.4,
Thu Apr 09 09:14:11 CDT 2015,1006,0.01953125,7,0,0,null,171,34,null,21234.719999999998,null,942.88,
Thu Apr 09 09:14:12 CDT 2015,1006,0.0234375,7,0,0,null,171,34,22527,21234.719999999998,null,942.88,
Thu Apr 09 09:14:13 CDT 2015,1006,0.03125,7,0,0,22358,171,34,null,21234.719999999998,null,942.88,
Thu Apr 09 09:14:14 CDT 2015,1006,0.02734375,8,0,0,null,171,34,null,21234.719999999998,null,942.88,
Thu Apr 09 09:14:15 CDT 2015,1006,0.03515625,8,0,0,null,171,34,22427,21234.719999999998,null,942.88,
Thu Apr 09 09:14:16 CDT 2015,1006,0.0234375,8,0,0,null,171,34,null,23558.719999999998,null,2244.3199999999997,
Thu Apr 09 09:14:17 CDT 2015,1006,0.0234375,9,0,0,22322,171,34,null,23558.719999999998,null,2244.3199999999997,
Thu Apr 09 09:14:18 CDT 2015,1006,0.03125,9,0,0,null,171,34,null,23558.719999999998,null,2244.3199999999997,
Thu Apr 09 09:14:19 CDT 2015,1006,0.0546875,9,0,0,null,171,34,22445,22589.28,null,903.04,
Thu Apr 09 09:14:20 CDT 2015,1006,0.0234375,9,0,0,null,171,34,null,22589.28,null,903.04,
Thu Apr 09 09:14:21 CDT 2015,1006,0.02734375,10,0,0,22182,171,34,null,22589.28,null,903.04,
Thu Apr 09 09:14:22 CDT 2015,1006,0.02734375,10,0,0,null,171,34,22235,22589.28,null,903.04,
Thu Apr 09 09:14:23 CDT 2015,1006,0.03515625,10,0,0,22158,171,34,null,25590.559999999998,null,3479.3599999999997,
Thu Apr 09 09:14:24 CDT 2015,1006,0.0390625,10,0,0,null,171,34,null,25590.559999999998,null,3479.3599999999997,
Thu Apr 09 09:14:25 CDT 2015,1006,0.0234375,10,0,0,null,171,34,null,25125.76,null,1009.28,
Thu Apr 09 09:14:26 CDT 2015,1006,0.03125,11,0,0,null,171,34,22396,25125.76,null,1009.28,
Thu Apr 09 09:14:27 CDT 2015,1006,0.03125,11,0,0,null,171,34,null,25125.76,null,1009.28,
Thu Apr 09 09:14:28 CDT 2015,1006,0.01953125,11,0,0,22237,171,34,null,25125.76,null,1009.28,
Thu Apr 09 09:14:29 CDT 2015,1006,0.02734375,11,0,0,null,171,34,null,25125.76,null,1009.28,
Thu Apr 09 09:14:30 CDT 2015,1006,0.0390625,11,0,0,null,171,34,22418,26865.44,null,2098.24,
Thu Apr 09 09:14:31 CDT 2015,1006,0.03515625,11,0,0,null,171,34,null,26865.44,null,2098.24,
Thu Apr 09 09:14:32 CDT 2015,1006,0.0390625,11,0,0,null,171,34,null,26865.44,null,2098.24,
Thu Apr 09 09:14:33 CDT 2015,1006,0.03515625,11,0,0,22214,171,32,null,26865.44,null,2098.24,
Thu Apr 09 09:14:34 CDT 2015,1006,0.05078125,12,0,0,null,171,32,22335,29481.6,null,2709.12,
Thu Apr 09 09:14:35 CDT 2015,1006,0.02734375,13,0,0,22131,171,32,null,29481.6,null,2709.12,
Thu Apr 09 09:14:36 CDT 2015,1006,0.0234375,15,0,0,null,171,32,null,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:37 CDT 2015,1006,0.01953125,16,0,0,null,171,32,22419,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:38 CDT 2015,1006,0.03125,16,4,0,null,171,32,null,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:39 CDT 2015,1006,0.046875,16,4,0,21411,171,32,null,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:40 CDT 2015,1006,0.01953125,16,4,0,null,171,32,null,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:41 CDT 2015,1006,0.01953125,16,4,0,null,171,32,null,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:42 CDT 2015,1006,0.0234375,16,0,0,null,171,32,null,35338.08,null,2695.8399999999997,
Thu Apr 09 09:14:43 CDT 2015,1006,0.0234375,16,0,0,null,171,34,null,57303.2,null,13372.96,
Thu Apr 09 09:14:44 CDT 2015,1006,0.0234375,16,0,0,null,171,34,null,57303.2,null,13372.96,
Thu Apr 09 09:14:45 CDT 2015,1006,0.015625,15,0,0,null,171,34,null,57303.2,null,13372.96,
Thu Apr 09 09:14:46 CDT 2015,1006,0.0234375,15,0,0,null,171,34,21560,57303.2,null,13372.96,
Thu Apr 09 09:14:47 CDT 2015,1006,0.03125,15,0,0,21442,171,34,null,57303.2,null,13372.96,
Thu Apr 09 09:14:48 CDT 2015,1006,0.02734375,15,0,0,null,171,34,null,57303.2,null,13372.96,
Thu Apr 09 09:14:49 CDT 2015,1006,0.0234375,15,0,0,null,171,34,null,54700.32,null,1553.76,
Thu Apr 09 09:14:50 CDT 2015,1006,0.0234375,15,0,0,null,171,34,21822,54700.32,null,1553.76,
Thu Apr 09 09:14:51 CDT 2015,1006,0.01953125,14,0,0,null,171,34,null,54700.32,null,1553.76,
Thu Apr 09 09:14:52 CDT 2015,1006,0.0234375,14,0,0,21659,171,34,null,54700.32,null,1553.76,
Thu Apr 09 09:14:53 CDT 2015,1006,0.0234375,14,0,0,null,171,34,null,54700.32,null,1553.76,
